Orthogroup	Orthogroup	Amaranthus_Cruentus	Amaranthus_hypochondriacus	Atriplex_hortensis_longest	Beta_patula.longest	Beta_vulgaris_longest	Cquinoa_QQ74_v2.A	Cquinoa_QQ74_v2.B	Haloxylon_ammodendron	Salicornia_bigelovii.pro.B	Salicornia_bigelovii.pro.D	Salicornia_europaea_France.pro.A	Salicornia_europaea_France.pro.C	Spinacia_oleracea	Spinacia_tetrandra	Spinacia_turkestanica	Suaeda_glauca.A	Suaeda_glauca.B	at	kau3287.l	kau3288.l	kin3565.l	kin4237.l	
OG0007756	OG0007756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007757	OG0007757	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007758	OG0007758	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007759	OG0007759	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
OG0007760	OG0007760	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
OG0007761	OG0007761	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007762	OG0007762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007763	OG0007763	1	1	2	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	
OG0007764	OG0007764	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
OG0007765	OG0007765	1	1	2	1	1	2	2	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	
OG0007766	OG0007766	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007767	OG0007767	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007768	OG0007768	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007769	OG0007769	1	1	0	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007770	OG0007770	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007771	OG0007771	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007772	OG0007772	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	2	1	
OG0007773	OG0007773	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	
OG0007774	OG0007774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007775	OG0007775	1	1	1	3	2	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	
OG0007776	OG0007776	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
OG0007777	OG0007777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007778	OG0007778	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	
OG0007779	OG0007779	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007780	OG0007780	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	
OG0007781	OG0007781	2	2	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	2	1	1	1	1	
OG0007782	OG0007782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	1	1	1	
OG0007783	OG0007783	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007784	OG0007784	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007785	OG0007785	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007786	OG0007786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	
OG0007787	OG0007787	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	
OG0007788	OG0007788	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	
OG0007789	OG0007789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	
OG0007790	OG0007790	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	
OG0007791	OG0007791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	
OG0007792	OG0007792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	
OG0007793	OG0007793	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007794	OG0007794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007795	OG0007795	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	
OG0007796	OG0007796	2	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007797	OG0007797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007798	OG0007798	2	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007799	OG0007799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007800	OG0007800	2	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007801	OG0007801	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	3	1	1	1	1	
OG0007802	OG0007802	2	1	1	1	1	1	1	0	1	0	1	1	2	1	1	1	1	2	1	1	1	1	
OG0007803	OG0007803	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG0007804	OG0007804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007805	OG0007805	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	3	2	2	1	1	1	1	
OG0007806	OG0007806	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
OG0007807	OG0007807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	
OG0007808	OG0007808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007809	OG0007809	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	2	1	1	1	1	1	1	
OG0007810	OG0007810	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	2	1	1	1	1	1	
OG0007811	OG0007811	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007812	OG0007812	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007813	OG0007813	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007814	OG0007814	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG0007815	OG0007815	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	
OG0007816	OG0007816	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007817	OG0007817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007818	OG0007818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	
OG0007819	OG0007819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	
OG0007820	OG0007820	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	
OG0007821	OG0007821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007822	OG0007822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007823	OG0007823	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	
OG0007824	OG0007824	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007825	OG0007825	1	1	1	1	1	1	3	0	0	1	1	1	1	1	0	2	2	1	1	1	1	1	
OG0007826	OG0007826	2	2	1	1	1	1	0	1	2	1	1	1	0	2	1	1	1	0	1	1	1	1	
OG0007827	OG0007827	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	3	1	1	1	1	
OG0007828	OG0007828	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	
OG0007829	OG0007829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007830	OG0007830	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007831	OG0007831	1	1	1	1	1	1	1	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007832	OG0007832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007833	OG0007833	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007834	OG0007834	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007835	OG0007835	2	2	1	1	1	1	0	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	
OG0007836	OG0007836	2	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
OG0007837	OG0007837	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	
OG0007838	OG0007838	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007839	OG0007839	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	
OG0007840	OG0007840	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	
OG0007841	OG0007841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007842	OG0007842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007843	OG0007843	13	1	0	0	0	0	0	1	1	0	0	2	2	0	0	1	0	0	0	0	2	0	
OG0007844	OG0007844	3	2	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	
OG0007845	OG0007845	2	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
OG0007846	OG0007846	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	10	7	0	0	0	0	0	
OG0007847	OG0007847	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	
OG0007848	OG0007848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	0	1	1	1	1	
OG0007849	OG0007849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007850	OG0007850	1	1	1	1	2	1	1	2	1	0	0	1	2	1	1	1	2	0	1	1	1	1	
OG0007851	OG0007851	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007852	OG0007852	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	3	1	1	1	1	0	
OG0007853	OG0007853	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007854	OG0007854	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	4	0	0	1	1	1	
OG0007855	OG0007855	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	2	1	1	1	1	
OG0007856	OG0007856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007857	OG0007857	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	
OG0007858	OG0007858	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007859	OG0007859	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG0007860	OG0007860	2	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG0007861	OG0007861	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007862	OG0007862	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007863	OG0007863	2	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007864	OG0007864	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007865	OG0007865	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	
OG0007866	OG0007866	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
OG0007867	OG0007867	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	0	1	1	1	1	
OG0007868	OG0007868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007869	OG0007869	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007870	OG0007870	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007871	OG0007871	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007872	OG0007872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007873	OG0007873	2	3	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
OG0007874	OG0007874	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007875	OG0007875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007876	OG0007876	2	2	2	1	1	1	1	1	1	0	0	1	1	1	0	1	1	2	1	1	1	1	
OG0007877	OG0007877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007878	OG0007878	1	1	1	1	1	1	1	1	1	1	1	0	1	2	2	1	1	1	1	1	1	1	
OG0007879	OG0007879	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007880	OG0007880	1	1	1	1	1	2	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	
OG0007881	OG0007881	2	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
OG0007882	OG0007882	2	2	1	1	1	1	1	1	0	1	1	0	2	1	1	1	1	1	1	1	1	1	
OG0007883	OG0007883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	
OG0007884	OG0007884	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007885	OG0007885	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	
OG0007886	OG0007886	2	2	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007887	OG0007887	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	3	1	1	1	1	2	
OG0007888	OG0007888	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	2	1	1	1	1	1	
OG0007889	OG0007889	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007890	OG0007890	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007891	OG0007891	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007892	OG0007892	1	1	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007893	OG0007893	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG0007894	OG0007894	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007895	OG0007895	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	0	1	1	1	1	
OG0007896	OG0007896	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	
OG0007897	OG0007897	2	2	1	1	1	1	1	1	1	0	1	1	1	0	2	1	1	1	1	1	1	1	
OG0007898	OG0007898	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	
OG0007899	OG0007899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	
OG0007900	OG0007900	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007901	OG0007901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007902	OG0007902	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	2	1	1	1	1	
OG0007903	OG0007903	2	2	1	1	1	1	1	1	0	0	1	1	0	1	1	1	2	2	1	1	1	1	
OG0007904	OG0007904	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007905	OG0007905	1	1	0	2	0	0	0	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	
OG0007906	OG0007906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007907	OG0007907	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
OG0007908	OG0007908	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007909	OG0007909	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
OG0007910	OG0007910	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	2	1	1	1	1	1	
OG0007911	OG0007911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007912	OG0007912	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	
OG0007913	OG0007913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007914	OG0007914	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	0	1	1	1	1	
OG0007915	OG0007915	1	1	2	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
OG0007916	OG0007916	2	2	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	2	1	1	1	1	
OG0007917	OG0007917	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	
OG0007918	OG0007918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007919	OG0007919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007920	OG0007920	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	3	1	1	1	1	
OG0007921	OG0007921	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007922	OG0007922	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	
OG0007923	OG0007923	2	1	1	2	2	1	1	2	0	1	1	1	0	1	1	1	1	0	1	1	1	1	
OG0007924	OG0007924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007925	OG0007925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007926	OG0007926	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007927	OG0007927	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	
OG0007928	OG0007928	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007929	OG0007929	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	3	1	1	1	1	
OG0007930	OG0007930	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007931	OG0007931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007932	OG0007932	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007933	OG0007933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007934	OG0007934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007935	OG0007935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007936	OG0007936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007937	OG0007937	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	3	1	1	1	1	
OG0007938	OG0007938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007939	OG0007939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007940	OG0007940	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007941	OG0007941	2	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
OG0007942	OG0007942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007943	OG0007943	2	2	0	1	1	1	1	0	1	1	1	1	1	0	0	2	1	3	1	1	1	1	
OG0007944	OG0007944	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	
OG0007945	OG0007945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007946	OG0007946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007947	OG0007947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
OG0007948	OG0007948	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	2	1	1	1	1	
OG0007949	OG0007949	2	2	1	0	1	1	2	0	1	1	1	1	1	1	1	2	1	0	1	1	1	1	
OG0007950	OG0007950	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	1	1	1	
OG0007951	OG0007951	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	2	1	1	1	1	1	
OG0007952	OG0007952	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG0007953	OG0007953	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	0	1	1	1	1	
OG0007954	OG0007954	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007955	OG0007955	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	0	1	1	1	1	
OG0007956	OG0007956	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
OG0007957	OG0007957	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	
OG0007958	OG0007958	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007959	OG0007959	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
OG0007960	OG0007960	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007961	OG0007961	1	1	1	1	1	2	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	
OG0007962	OG0007962	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	
OG0007963	OG0007963	2	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007964	OG0007964	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007965	OG0007965	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007966	OG0007966	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	
OG0007967	OG0007967	2	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007968	OG0007968	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	
OG0007969	OG0007969	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
OG0007970	OG0007970	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG0007971	OG0007971	2	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	0	1	
OG0007972	OG0007972	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007973	OG0007973	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007974	OG0007974	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007975	OG0007975	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	
OG0007976	OG0007976	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG0007977	OG0007977	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
OG0007978	OG0007978	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007979	OG0007979	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	2	1	1	1	1	1	
OG0007980	OG0007980	1	1	1	1	1	1	1	1	1	1	2	1	0	1	2	1	1	1	1	1	1	1	
OG0007981	OG0007981	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007982	OG0007982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007983	OG0007983	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	
OG0007984	OG0007984	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007985	OG0007985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
OG0007986	OG0007986	2	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
OG0007987	OG0007987	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG0007988	OG0007988	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007989	OG0007989	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG0007990	OG0007990	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007991	OG0007991	1	1	1	1	1	0	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007992	OG0007992	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007993	OG0007993	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007994	OG0007994	1	1	1	1	2	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
OG0007995	OG0007995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
